missing_fraction,variant,effect_mae,brier,log_loss,path_recall,path_f1
0.0,complete,0.003905833333333335,0.21577932685185186,0.621617699483751,1.0,1.0
0.1,missing_10,0.00406,0.2156494499999999,0.6212258897100128,0.9521426614005514,0.9569969336206761
0.3,missing_30,0.004412916666666666,0.2153522592592592,0.6207070766096999,0.845711862587111,0.858402596861058
0.5,missing_50,0.006010000000000001,0.2155361657407407,0.6210146999171704,0.7205434047065813,0.7373438555094544
